Observation ID,PLW 99S,PLW Pix > 20,PLW PASS,PMW 99S,PMW Pix > 20,PMW PASS,PSW 99S,PSW Pix > 20,PSW PASS,Total Pass
1342239796,1001.7577,3439,1,2545.5989,7109,1,6139.3853,18572,1,3
1342239931,969.69836,12141,1,2731.2422,25010,1,7523.623,66988,1,3
1342241160,954.8829,3441,1,2409.0427,7125,1,4654.233,18941,1,3
1342204367,918.80994,436807,1,2753.2031,861172,1,6834.0435,2364550,1,3
1342203074,869.2121,4246,1,2103.297,8732,1,4165.2383,23109,1,3
1342192061,826.688,10508,1,2273.439,21334,1,4768.084,57456,1,3
1342192057,776.6053,10429,1,2186.567,21232,1,5057.726,57225,1,3
1342192071,756.2208,10476,1,2038.2435,21301,1,4143.5103,57371,1,3
1342192068,727.64276,10450,1,1995.935,21253,1,4402.864,57260,1,3
1342192066,723.57965,10467,1,1972.6603,21307,1,4201.335,57311,1,3
1342192067,696.1949,10499,1,1915.9963,21340,1,4093.6006,57521,1,3
1342192065,694.34467,10455,1,1928.7205,21298,1,4106.999,57358,1,3
1342214759,672.4534,4196,1,1938.6694,8660,1,4692.0474,22817,1,3
1342204846,652.1234,192782,1,1803.5272,379897,1,4113.341,1047469,1,3
1342204845,645.7095,198439,1,1778.2115,392300,1,4052.5742,1080627,1,3
1342204422,633.1119,222051,1,1764.6183,437408,1,4123.076,1206946,1,3
1342204421,623.38855,229504,1,1730.8108,453371,1,4048.6177,1248896,1,3
1342204047,623.2154,436195,1,1715.9113,858699,1,3832.6814,2367384,1,3
1342192072,612.65594,10486,1,1716.1406,21364,1,3710.6672,57504,1,3
1342231362,610.6595,210780,1,1680.3289,416153,1,3737.6914,1142866,1,3
1342186276,604.36145,435988,1,1672.59,857921,1,3736.7256,2365346,1,3
1342214575,600.4336,436947,1,1667.6892,859850,1,3836.8083,2368503,1,3
1342204058,599.53613,436664,1,1680.0538,859600,1,3833.0955,2368955,1,3
1342186275,598.5859,435538,1,1652.8346,859423,1,3715.0593,2360602,1,3
1342204046,597.261,436797,1,1642.9169,861511,1,3654.927,2367335,1,3
1342214576,595.057,436731,1,1662.0405,860995,1,3890.636,2364391,1,3
1342218647,592.0843,436738,1,1638.1597,859677,1,3640.1016,2369789,1,3
1342219000,591.6107,436541,1,1578.4506,859177,1,3305.965,2366897,1,3
1342204059,589.2153,436732,1,1652.7289,860871,1,3790.272,2365584,1,3
1342218646,587.72815,436923,1,1620.4845,861523,1,3601.2812,2365078,1,3
1342218999,587.30066,436968,1,1561.3577,861735,1,3273.0388,2364596,1,3
1342204056,577.0114,436639,1,1620.2911,859571,1,3735.9834,2369117,1,3
1342204054,573.49115,436775,1,1571.867,859832,1,3541.698,2370037,1,3
1342216002,567.3202,2618,1,1356.0328,8179,1,2637.3242,18072,1,3
1342204057,560.41187,436584,1,1576.3629,860803,1,3636.1655,2365131,1,3
1342204847,560.01874,185243,1,1582.864,366496,1,3714.6582,1007184,1,3
1342204055,558.1834,436638,1,1530.7736,861030,1,3427.7117,2365441,1,3
1342204848,555.20715,190411,1,1567.2695,374763,1,3668.2415,1031690,1,3
1342186113,547.9695,7850,1,1340.766,15891,1,2556.478,42819,1,3
1342192062,547.84515,10497,1,1374.6448,21313,1,2669.325,57475,1,3
1342192055,547.413,13503,1,1513.8695,27249,1,3384.9988,73657,1,3
1342229183,539.85596,4227,1,1485.4004,8743,1,3328.6108,23193,1,3
1342192074,526.87335,10484,1,1337.7356,21328,1,2683.0186,57437,1,3
1342204951,522.4513,12140,1,1385.4213,24519,1,2788.9343,65998,1,3
1342186112,519.7067,8333,1,1397.3906,16975,1,2749.3677,45075,1,3
1342218642,514.6598,437148,1,1450.3977,860270,1,3278.1418,2370668,1,3
1342204952,493.11432,13239,1,1227.4435,26592,1,2386.1387,71811,1,3
1342218965,491.06125,437099,1,1333.3268,861951,1,2895.4546,2365705,1,3
1342218966,490.89114,436687,1,1337.9501,859265,1,2896.9429,2367439,1,3
1342218997,490.23663,437261,1,1319.6234,860429,1,2890.9128,2370782,1,3
1342214510,484.51697,437060,1,1337.112,860037,1,3001.7935,2369090,1,3
1342192064,483.25925,10490,1,1268.4637,21317,1,2607.7307,57350,1,3
1342218998,476.0015,436778,1,1290.0055,861299,1,2856.1484,2363335,1,3
1342231361,471.7918,174413,1,1302.4989,345806,1,2928.2803,939686,1,3
1342218695,467.16547,436854,1,1274.808,859754,1,2764.0835,2370041,1,3
1342192056,454.96848,10525,1,1287.8859,21282,1,2962.2524,57393,1,3
1342218694,449.15005,437091,1,1222.579,862310,1,2642.3027,2366672,1,3
1342214714,448.09778,436783,1,1201.3937,859561,1,2587.2393,2368599,1,3
1342218643,445.97284,436889,1,1262.7721,861547,1,2866.1301,2366292,1,3
1342203630,434.69455,4266,1,1137.3281,8778,1,2304.2432,23246,1,3
1342204042,427.8459,436346,1,1152.479,859102,1,2444.281,2369715,1,3
1342192075,426.9804,10494,1,1130.1416,21318,1,2560.4836,57467,1,3
1342204094,425.01147,436876,1,1151.1998,859911,1,2489.1287,2369747,1,3
1342204043,423.13986,436478,1,1138.9164,860559,1,2421.6824,2367331,1,3
1342218995,421.65668,437084,1,1155.8304,860209,1,2508.983,2370659,1,3
1342191189,419.59705,10445,1,1141.3369,21246,1,2380.523,57256,1,3
1342204095,417.22314,436701,1,1130.2826,861167,1,2458.2075,2365908,1,3
1342191190,409.3036,10506,1,1074.957,21353,1,2229.094,57534,1,3
1342218964,409.15253,436605,1,1123.2443,859254,1,2438.585,2367254,1,3
1342214511,405.67984,436790,1,1118.2651,861215,1,2471.5256,2364541,1,3
1342192063,404.57758,10458,1,1075.3881,21257,1,2167.7961,57285,1,3
1342214713,402.6489,437293,1,1086.1538,862202,1,2284.284,2366358,1,3
1342204044,401.15836,436459,1,1107.8075,859315,1,2463.2224,2369892,1,3
1342204854,399.4333,83942,1,1088.8673,166641,1,2377.5725,456703,1,3
1342214762,393.12015,436538,1,1083.2472,859261,1,2337.1355,2367179,1,3
1342204091,389.47372,436588,1,1030.5896,860763,1,2178.8955,2364206,1,3
1342183678,388.29944,29337,1,1042.7544,58634,1,2243.3005,159438,1,3
1342192070,386.25095,10485,1,1061.9288,21273,1,2215.6975,57365,1,3
1342218645,384.4129,436610,1,1063.1227,859228,1,2371.468,2368023,1,3
1342218996,382.91986,436723,1,1041.4359,861025,1,2243.3657,2364923,1,3
1342218644,381.33606,437014,1,1053.3158,861881,1,2360.2874,2365653,1,3
1342204090,378.8605,436637,1,997.4418,859529,1,2104.195,2367817,1,3
1342218697,376.67215,436822,1,1048.5613,859624,1,2352.452,2369599,1,3
1342204092,374.0642,436683,1,1002.8264,859580,1,2129.6814,2368660,1,3
1342204045,374.0244,436388,1,1032.7587,860248,1,2274.591,2363305,1,3
1342204856,372.09326,339540,1,984.3482,669796,1,2057.361,1847709,1,3
1342218696,372.04434,436798,1,1038.3661,862320,1,2342.1763,2367373,1,3
1342204855,370.50436,80393,1,1001.6241,158920,1,2179.6091,436537,1,3
1342204857,369.03818,341753,1,978.20074,672731,1,2040.9303,1857137,1,3
1342187718,367.4072,10282,1,968.9324,21105,1,2255.545,57039,1,3
1342229197,363.371,4273,1,1023.4065,8786,1,2262.5654,23379,1,3
1342204093,363.11157,436675,1,974.55884,860995,1,2077.1519,2363318,1,3
1342204368,362.3564,436744,1,1005.81415,859604,1,2201.6372,2368760,1,3
1342204369,361.7958,436749,1,1004.29315,861256,1,2202.9492,2364328,1,3
1342204362,359.93515,92319,1,980.30194,183322,1,2160.447,501462,1,3
1342229208,359.25735,4294,1,938.703,8853,1,1964.8756,23252,1,3
1342214764,357.61896,436602,1,989.80853,859169,1,2190.6328,2367139,1,3
1342204363,356.96655,95522,1,971.92163,188896,1,2143.1587,518454,1,3
1342244193,355.13855,20631,1,930.5655,41417,1,2205.9849,111968,1,3
1342214763,354.2167,437310,1,979.1859,862160,1,2179.9648,2367681,1,3
1342218692,351.99902,437073,1,944.48456,860141,1,2000.0083,2371680,1,3
1342214761,351.417,437078,1,968.2072,861934,1,2086.523,2366357,1,3
1342219630,349.5446,436933,1,927.2255,859935,1,1939.7427,2371842,1,3
1342189110,348.14035,434943,1,913.93054,857301,1,1891.1024,2355703,1,3
1342203573,347.85052,4257,1,932.27655,8789,1,1836.1869,23314,1,3
1342218693,347.84308,436673,1,932.61707,861091,1,1978.475,2364701,1,3
1342189109,347.36423,435238,1,914.4745,856262,1,1895.7704,2359141,1,3
1342189513,347.11877,10481,1,893.9898,21304,1,1784.5173,57361,1,3
1342219631,346.70538,436447,1,914.7696,860654,1,1895.4225,2367642,1,3
1342218963,343.70102,437217,1,938.875,862021,1,2025.6549,2366285,1,3
1342245133,341.92053,3487,1,845.862,7188,1,1827.0253,18988,1,3
1342231858,328.1618,436639,1,872.84827,859440,1,1942.2096,2372336,1,3
1342191188,327.24323,10466,1,892.5804,21276,1,1921.5804,57317,1,3
1342189515,326.4857,10452,1,885.9536,21328,1,1953.4227,57438,1,3
1342207026,321.68088,436942,1,851.6435,859897,1,1783.5795,2371498,1,3
1342204100,321.17084,436660,1,896.53424,859608,1,1997.1578,2368641,1,3
1342207027,320.9405,436343,1,848.3699,860788,1,1778.465,2365065,1,3
1342229206,320.8949,4314,1,829.7903,8802,1,1766.5677,23151,1,3
1342231859,320.80878,436145,1,854.80817,860232,1,1874.9819,2368358,1,3
1342247255,313.81903,79998,1,852.14514,159768,1,2041.6414,438237,1,3
1342247254,313.78674,80020,1,851.37305,159823,1,2042.4037,438341,1,3
1342239894,313.7472,3473,1,865.5675,7208,1,1924.5707,18980,1,3
1342192100,313.52728,5142,1,778.4901,17743,1,1370.1226,47656,1,3
1342207028,307.76984,436666,1,807.7328,859461,1,1665.2095,2370356,1,3
1342203278,307.09744,436257,1,812.172,859296,1,1688.1488,2374562,1,3
1342203279,302.91574,436286,1,795.9076,860919,1,1654.3435,2370851,1,3
1342227727,302.7377,4271,1,810.08044,8816,1,1718.7861,23397,1,3
1342207029,300.49225,436345,1,787.9815,860446,1,1616.8088,2365731,1,3
1342189084,299.5935,433867,1,822.6181,857057,1,1892.1477,2356847,1,3
1342189083,298.99994,435061,1,822.30756,855968,1,1890.2012,2359655,1,3
1342231852,297.56995,436257,1,787.23,858877,1,1725.5508,2370273,1,3
1342204101,297.3684,436597,1,826.7758,860726,1,1838.8381,2363431,1,3
1342229182,294.57788,8504,1,806.9517,17294,1,1681.2623,46582,1,3
1342203294,288.4033,436382,1,766.5994,858974,1,1614.2161,2368716,1,3
1342270327,286.3034,4207,1,631.4987,8780,1,955.6306,23216,1,3
1342203283,285.87027,436158,1,746.26294,859018,1,1556.8806,2371529,1,3
1342203282,284.633,436838,1,743.2785,861894,1,1550.6592,2370461,1,3
1342203572,281.36896,4253,1,673.0242,8804,1,1152.9485,23320,1,3
1342210915,270.52335,3404,1,551.8807,7080,1,790.5116,18691,1,3
1342192053,263.90207,14570,1,704.5808,29608,1,1501.1086,80234,1,3
1342221469,260.7688,3481,1,549.2024,7182,1,744.2111,18999,1,3
1342231851,259.97937,436678,1,681.4491,861316,1,1429.0121,2372239,1,3
1342239773,256.88528,11176,1,528.651,25040,1,863.4223,67180,1,3
1342189516,256.25168,10512,1,606.1178,21351,1,1069.2421,57503,1,3
1342211352,256.18674,3457,1,592.52325,7162,1,1186.6732,18869,1,3
1342203293,250.5531,437016,1,672.949,861763,1,1401.7434,2368400,1,3
1342244170,246.52682,436893,1,638.8717,860013,1,1334.933,2369486,1,3
1342244171,246.42169,436929,1,640.5391,861393,1,1344.653,2367202,1,3
1342203085,245.05789,436093,1,646.5895,859105,1,1345.6167,2374399,1,3
1342203281,245.02382,436104,1,634.0639,858930,1,1271.3971,2372139,1,3
1342203280,244.46059,436692,1,631.125,861778,1,1266.0442,2371569,1,3
1342203290,243.81659,435929,1,626.2006,858492,1,1250.9033,2369621,1,3
1342229178,243.15948,4219,1,632.4592,8707,1,1251.4467,23109,1,3
1342211307,241.95451,522007,1,624.3637,1030280,1,1309.8645,2846448,1,3
1342211308,241.93752,524426,1,625.1305,1032654,1,1310.692,2857340,1,3
1342203291,239.61781,436353,1,631.082,859175,1,1342.8618,2370306,1,3
1342203292,236.24084,436611,1,622.4729,860900,1,1322.5192,2369450,1,3
1342188088,236.1241,97130,1,575.10693,192436,1,1116.6031,529295,1,3
1342188089,235.85962,96926,1,576.2082,191588,1,1124.3644,527798,1,3
1342192054,235.41267,23100,1,644.9986,46660,1,1507.8304,127212,1,3
1342203289,233.33836,437049,1,598.43494,861919,1,1196.8843,2370774,1,3
1342192076,231.3374,10486,1,592.2593,21320,1,1293.3866,57461,1,3
1342207030,223.27864,436646,1,581.6629,859418,1,1181.6979,2370429,1,3
1342207031,222.83769,436122,1,579.098,860353,1,1179.8458,2363598,1,3
1342247253,220.84418,41933,1,562.99835,83849,1,1137.9089,229556,1,3
1342203086,217.3725,435514,1,573.6638,860476,1,1178.6279,2368279,1,3
1342207052,216.47958,436787,1,558.60223,859715,1,1130.3091,2371176,1,3
1342255062,215.24937,436406,1,574.4975,859263,1,1324.9884,2367377,1,3
1342255061,215.14093,437103,1,575.1631,862055,1,1325.5457,2370596,1,3
1342207053,214.25027,436327,1,551.1341,860476,1,1107.6637,2367225,1,3
1342211353,211.1735,3425,1,527.7129,7125,1,793.5189,18799,1,3
1342255060,210.30135,436332,1,557.3578,861348,1,1274.3577,2367503,1,3
1342211615,209.89595,550441,1,558.7614,1091321,1,1272.1736,3010627,1,3
1342211616,208.48672,552702,1,554.9073,1095137,1,1263.0133,3027394,1,3
1342218967,206.31221,161740,1,548.5509,747403,1,1242.1652,2734685,1,3
1342189082,206.10236,434615,1,546.88916,855207,1,1147.9182,2358848,1,3
1342218968,204.14346,152641,1,544.2641,714934,1,1236.58,2640419,1,3
1342207054,201.92026,436786,1,516.3961,859732,1,1033.5563,2371577,1,3
1342207055,201.82733,436501,1,516.0106,860730,1,1032.6715,2368361,1,3
1342255011,200.0128,435411,1,531.162,859981,1,1187.5967,2368662,1,3
1342203619,196.09485,3631,1,431.57108,8778,1,688.51245,23184,1,3
1342255009,195.60365,437318,1,507.44806,862262,1,1100.5153,2369383,1,3
1342255010,195.39378,436612,1,506.7606,859392,1,1101.215,2367112,1,3
1342229177,195.30678,10031,1,512.72614,20378,1,1001.8685,54945,1,3
1342244169,191.5987,436882,1,485.5905,861173,1,982.0876,2366501,1,3
1342189878,190.1638,435144,1,495.08768,856076,1,1008.92303,2358931,1,3
1342244168,187.78758,436926,1,472.46002,859959,1,944.7737,2368424,1,3
1342196918,187.53558,385992,1,472.49332,759895,1,947.5977,2101399,1,3
1342189879,187.23055,434872,1,487.51434,857094,1,994.4383,2356623,1,3
1342244167,186.3358,436657,1,480.1842,859397,1,1013.8301,2367539,1,3
1342196917,185.87605,400803,1,468.26852,791485,1,935.88,2186557,1,3
1342216020,183.54031,232388,1,477.77734,496265,1,1056.4763,1370839,1,3
1342216019,183.42395,237982,1,477.8573,500032,1,1053.6212,1378152,1,3
1342189081,181.64969,435068,1,473.9351,857753,1,949.8603,2359646,1,3
1342203082,179.28664,435243,1,460.42282,858441,1,971.1883,2369565,1,3
1342265295,173.94705,3444,1,478.21582,7177,1,1011.44226,18912,1,3
1342203064,171.32903,426776,1,441.93497,859236,1,962.38995,2372901,1,3
1342266703,170.94894,3458,1,470.7825,7084,1,1028.3162,18681,1,3
1342203090,169.91206,4259,1,447.06314,8761,1,802.6334,23248,1,3
1342244166,166.95001,437330,1,425.36594,862283,1,882.6513,2368560,1,3
1342229205,166.75621,4252,1,468.17227,8734,1,1049.9266,23124,1,3
1342240305,165.62016,3445,1,442.46155,7151,1,823.75226,18883,1,3
1342187331,164.45511,49443,1,396.07904,120366,1,768.99335,329655,1,3
1342187332,164.0097,49335,1,396.83215,119641,1,773.22845,328163,1,3
1342263853,163.04988,168025,1,392.72025,340369,1,752.5105,938206,1,3
1342203084,161.25935,435101,1,403.45328,860257,1,779.9368,2371794,1,3
1342204052,159.69812,33409,1,393.4479,169868,1,776.0897,491127,1,3
1342261489,159.22954,4328,1,404.73,8914,1,799.89856,23465,1,3
1342255007,158.84888,436602,1,383.12656,859253,1,735.8067,2367457,1,3
1342255006,158.407,437363,1,382.10895,862327,1,733.05035,2369027,1,3
1342204053,158.13828,35714,1,391.4667,171722,1,772.15295,495452,1,3
1342203081,157.82004,435082,1,400.63525,861074,1,822.5644,2371929,1,3
1342231341,157.43799,436873,1,395.83545,859755,1,780.87616,2370961,1,3
1342196657,157.25282,292197,1,343.57767,592638,1,574.42236,1632826,1,3
1342240285,157.20657,3436,1,458.2082,7147,1,1023.5044,18956,1,3
1342255008,156.99768,3455,1,390.18503,7166,1,719.47095,19022,1,3
1342203065,156.9912,411231,1,403.60498,859812,1,846.646,2365908,1,3
1342240307,156.91388,3452,1,464.7467,7153,1,1102.6165,18845,1,3
1342231342,155.33894,436537,1,389.64224,860705,1,764.512,2367604,1,3
1342196658,154.97096,305264,1,337.48227,622773,1,565.4281,1717429,1,3
1342255038,153.30519,419561,1,390.78827,858857,1,846.41254,2369080,1,3
1342255037,152.89119,418645,1,390.11115,862005,1,841.2656,2372814,1,3
1342203083,152.28075,436050,1,381.24722,859193,1,745.0675,2374859,1,3
1342257382,151.64355,125052,1,388.9776,248707,1,812.3565,678744,1,3
1342251966,151.00748,4333,1,384.07724,8911,1,719.73517,23442,1,3
1342257386,150.14987,242568,1,369.36224,480137,1,702.9847,1318623,1,3
1342250818,148.90953,4367,1,373.5364,8938,1,708.73224,23598,1,3
1342203067,148.86792,421640,1,365.84744,860034,1,714.0537,2371325,1,3
1342257383,147.96625,140176,1,380.07086,277512,1,793.55664,763411,1,3
1342203066,144.9317,425218,1,354.27542,859055,1,682.5419,2373303,1,3
1342219973,144.36346,1705,1,291.09317,7040,1,406.45834,18853,1,3
1342203561,143.52158,8294,1,372.36163,17102,1,809.85046,46022,1,3
1342250632,143.24622,306126,1,371.91837,858878,1,813.29083,2371804,1,3
1342250631,143.17212,306639,1,371.63617,861643,1,811.20886,2375225,1,3
1342240286,139.6139,3448,1,401.36514,7151,1,899.80273,18923,1,3
1342257387,139.07272,258397,1,348.7187,510074,1,682.7678,1407271,1,3
1342205093,138.39203,386059,1,349.85056,1480055,1,710.20917,4280872,1,3
1342263852,137.58813,169185,1,335.20895,347074,1,616.2472,954749,1,3
1342205094,137.33958,389334,1,346.21878,1552825,1,702.3706,4444453,1,3
1342240306,133.36201,3432,1,394.7245,7126,1,950.7103,18892,1,3
1342186278,133.20494,798779,1,314.74185,1724722,1,595.24176,4765767,1,3
1342186277,132.9772,779426,1,313.76212,1737355,1,591.89404,4794705,1,3
1342188092,131.03416,10132,1,337.83704,20987,1,709.4213,56699,1,3
1342211407,130.83972,4314,1,300.00974,8885,1,537.89716,23417,1,3
1342219972,130.11276,1422,1,362.1901,7431,1,854.76294,21507,1,3
1342187653,128.97246,9723,1,328.6747,21010,1,715.2937,56726,1,3
1342244831,128.81003,436987,1,316.09604,860174,1,608.261,2369046,1,3
1342205056,128.21227,51945,1,281.38272,238149,1,480.27466,665891,1,3
1342239793,128.02066,12905,1,306.92828,27281,1,645.28436,73613,1,3
1342249088,127.948265,357918,1,306.1279,861864,1,575.57043,2375798,1,3
1342220862,126.792,41776,1,260.73642,83401,1,364.08862,227791,1,3
1342265316,126.040985,3464,1,276.91953,7158,1,405.1009,18955,1,3
1342249089,125.8402,349571,1,303.53964,858755,1,574.8762,2372943,1,3
1342205057,125.66046,52226,1,277.5824,245132,1,479.20105,686614,1,3
1342247288,124.792564,233228,1,312.6801,461841,1,624.2212,1266713,1,3
1342215985,124.51179,174239,1,325.7576,1047371,1,732.6579,3658434,1,3
1342247289,123.41658,261934,1,308.79352,517160,1,612.2053,1424744,1,3
1342257384,123.28852,176017,1,305.26938,348640,1,582.3454,959070,1,3
1342244832,122.030594,436920,1,301.10974,861370,1,574.799,2366626,1,3
1342186236,121.323395,435872,1,300.83447,857858,1,567.65936,2365344,1,3
1342219633,120.26422,32599,1,283.73477,65197,1,497.31525,177494,1,3
1342211351,120.10769,4298,1,308.07852,8824,1,635.4433,23165,1,3
1342185535,119.72411,14947,1,310.08704,30137,1,657.1635,81493,1,3
1342219814,118.455864,436674,1,291.91266,859644,1,539.84247,2373003,1,3
1342219812,118.248146,436831,1,296.1064,859845,1,570.8202,2373671,1,3
1342186235,117.86125,435750,1,290.997,859411,1,550.66223,2364308,1,3
1342220629,117.73553,3460,1,242.19008,7177,1,317.1485,18936,1,3
1342244190,117.599174,436925,1,283.64435,860086,1,531.17053,2369846,1,3
1342219815,117.424644,436138,1,289.19623,860295,1,535.5596,2369024,1,3
1342204098,116.78117,109580,1,250.97234,505129,1,378.22116,1665526,1,3
1342203569,116.74006,4256,1,285.31244,8759,1,499.24454,23258,1,3
1342244833,116.030205,436956,1,282.37827,860047,1,540.39294,2369092,1,3
1342186122,115.98432,150841,1,270.7781,306135,1,487.5313,843114,1,3
1342186121,115.65303,152514,1,270.46927,308468,1,486.96143,847851,1,3
1342219813,115.61555,436412,1,289.98798,860819,1,558.4539,2371050,1,3
1342186115,115.35309,2198,1,302.00723,12769,1,700.19476,35306,1,3
1342200123,115.128494,249451,1,282.576,500825,1,529.7223,1376532,1,3
1342183680,115.06306,4131,1,287.61002,19965,1,638.8132,54243,1,3
1342216945,114.953064,24389,1,296.22647,49009,1,595.97424,133202,1,3
1342236258,114.931755,3487,1,273.56155,7151,1,502.0498,18933,1,3
1342244191,114.09774,436889,1,276.88675,861491,1,518.2056,2367384,1,3
1342203288,113.56129,224719,1,279.80954,459054,1,520.1838,1267859,1,3
1342231861,113.31768,211541,1,282.51608,417928,1,547.3241,1149158,1,3
1342211355,112.85496,4296,1,294.2069,8831,1,607.41565,23197,1,3
1342215984,112.80247,168125,1,295.2274,1028125,1,658.1969,3630724,1,3
1342187655,111.903,24393,1,272.6139,49017,1,533.1674,133297,1,3
1342200124,111.6535,232694,1,274.60342,459339,1,509.17618,1263528,1,3
1342203287,111.52599,238877,1,275.08517,501098,1,517.7835,1380680,1,3
1342230842,111.400764,20585,1,259.04733,41350,1,470.3847,111861,1,3
1342203068,110.90227,436257,1,276.2138,859043,1,536.179,2373817,1,3
1342239897,110.6555,3478,1,220.32173,7157,1,354.15842,18998,1,3
1342231860,109.96011,175799,1,271.83765,348925,1,519.32806,951602,1,3
1342204099,109.51034,87423,1,235.08604,446741,1,352.02942,1505936,1,3
1342219987,109.04346,62742,1,251.16525,124903,1,418.50418,342095,1,3
1342215983,108.08769,45094,1,252.11343,421971,1,472.93826,1572706,1,3
1342215982,106.88651,42585,1,247.65263,432270,1,465.8546,1639007,1,3
1342244834,106.76032,436678,1,264.17548,861310,1,491.45715,2365460,1,3
1342187720,105.92979,10454,1,236.92426,21285,1,366.16437,57318,1,3
1342211354,104.792435,4320,1,268.59357,8865,1,532.80396,23355,1,3
1342203620,104.76542,2903,1,199.65295,8703,1,244.5936,23162,1,3
1342231334,104.274414,3439,1,247.79535,7163,1,462.28903,18893,1,3
1342204850,104.22826,2673,1,268.0959,19168,1,578.5345,56932,1,3
